-75673.210938,-65386.941406,-55002.746094,-18763.103516,-76507.984375,-20754.980469,-187500.015625,-187500.015625
-75669.390625,-65376.101563,-55003.886719,-18763.820313,-76512.093750,-20752.074219,-187500.015625,-187500.015625
-75675.226563,-65384.816406,-55001.695313,-18760.199219,-76506.351563,-20742.396484,-187500.015625,-187500.015625
-75665.281250,-65386.582031,-54989.671875,-18750.632813,-76494.195313,-20726.324219,-187500.015625,-187500.015625
-75661.812500,-65386.695313,-54993.203125,-18755.861328,-76499.937500,-20723.396484,-187500.015625,-187500.015625
-75670.843750,-65382.984375,-55008.132813,-18770.144531,-76516.750000,-20730.884766,-187500.015625,-187500.015625
-75662.796875,-65368.390625,-55003.417969,-18763.886719,-76512.632813,-20724.603516,-187500.015625,-187500.015625
-75661.281250,-65372.144531,-54992.890625,-18749.224609,-76496.453125,-20718.367188,-187500.015625,-187500.015625
-75646.054688,-65368.949219,-54973.800781,-18730.738281,-76476.804688,-20711.505859,-187500.015625,-187500.015625
-75648.132813,-65374.023438,-54980.261719,-18737.488281,-76482.343750,-20726.458984,-187500.015625,-187500.015625
-75663.312500,-65378.871094,-55002.945313,-18758.142578,-76504.523438,-20752.074219,-187500.015625,-187500.015625
-75661.031250,-65372.101563,-55004.871094,-18762.656250,-76510.375000,-20759.539063,-187500.015625,-187500.015625
-75666.617188,-65381.109375,-54999.304688,-18758.677734,-76503.359375,-20757.148438,-187500.015625,-187500.015625
-75658.843750,-65386.203125,-54986.652344,-18749.558594,-76490.750000,-20749.078125,-187500.015625,-187500.015625
-75658.437500,-65387.546875,-54990.519531,-18756.644531,-76496.789063,-20754.578125,-187500.015625,-187500.015625
-75670.398438,-65387.097656,-55010.679688,-18777.744141,-76517.820313,-20770.492188,-187500.015625,-187500.015625
-75666.710938,-65376.613281,-55012.468750,-18779.242188,-76519.968750,-20771.230469,-187500.015625,-187500.015625
-75672.093750,-65384.148438,-55007.640625,-18771.708984,-76510.171875,-20766.357422,-187500.015625,-187500.015625
-75660.585938,-65382.941406,-54991.972656,-18756.443359,-76494.062500,-20759.091797,-187500.015625,-187500.015625
-75654.953125,-65381.019531,-54992.351563,-18756.308594,-76495.867188,-20765.439453,-187500.015625,-187500.015625
-75670.601563,-65385.398438,-55014.054688,-18775.957031,-76518.335938,-20784.259766,-187500.015625,-187500.015625
-75669.953125,-65378.582031,-55016.359375,-18778.750000,-76524.617188,-20785.712891,-187500.015625,-187500.015625
-75672.875000,-65384.593750,-55007.128906,-18770.636719,-76515.921875,-20773.867188,-187500.015625,-187500.015625
-75662.507813,-65384.257813,-54989.335938,-18756.263672,-76501.304688,-20755.449219,-187500.015625,-187500.015625
-75663.203125,-65387.343750,-54991.546875,-18759.908203,-76504.695313,-20751.939453,-187500.015625,-187500.015625
-75679.539063,-65391.968750,-55013.386719,-18779.644531,-76524.125000,-20763.003906,-187500.015625,-187500.015625
-75676.546875,-65382.269531,-55015.218750,-18781.097656,-76524.632813,-20761.015625,-187500.015625,-187500.015625
-75680.609375,-65388.796875,-55009.855469,-18772.468750,-76510.484375,-20750.978516,-187500.015625,-187500.015625
-75673.570313,-65382.562500,-54996.464844,-18756.509766,-76491.625000,-20738.662109,-187500.015625,-187500.015625
-75674.937500,-65372.835938,-54999.929688,-18758.746094,-76492.406250,-20744.474609,-187500.015625,-187500.015625
-75689.085938,-65374.402344,-55021.656250,-18777.833984,-76511.742188,-20763.562500,-187500.015625,-187500.015625
-75686.578125,-65363.964844,-55022.035156,-18778.302734,-76515.718750,-20765.351563,-187500.015625,-187500.015625
-75691.273438,-65369.617188,-55012.937500,-18769.072266,-76507.046875,-20758.376953,-187500.015625,-187500.015625
-75679.070313,-65367.539063,-54994.386719,-18752.777344,-76492.539063,-20748.050781,-187500.015625,-187500.015625
-75670.171875,-65363.250000,-54990.339844,-18752.867188,-76496.046875,-20750.486328,-187500.015625,-187500.015625
