0.000000,0.371004,0.000000,0.361428,0.000000,0.346295,0.000000,0.349021,0.000000,0.280841
0.000000,0.419680,0.000000,0.466587,0.000000,0.483297,0.000000,0.465144,0.000000,0.437721
0.000000,0.663530,0.000000,0.705242,0.000000,0.677947,0.000000,0.887865,0.000000,0.857699
0.000000,0.790267,0.000000,0.828789,0.000000,0.806655,0.000000,0.868590,0.000000,0.787996
0.000000,0.601962,0.000000,0.722259,0.000000,0.680826,0.000000,0.843515,0.000000,0.795192
0.000000,0.626232,0.000000,0.719434,0.000000,0.758435,0.000000,0.951352,0.000000,0.877463
0.000000,0.452754,0.000000,0.535494,0.000000,0.504831,0.000000,0.678761,0.000000,0.583403
0.000000,0.858628,0.000000,0.876216,0.000000,0.821864,0.000000,0.978570,0.000000,0.961335
0.000000,0.577828,0.000000,0.652837,0.000000,0.633572,0.000000,0.775422,0.000000,0.729832
0.000000,0.523212,0.000000,0.564021,0.000000,0.557454,0.000000,0.705856,0.000000,0.643271
0.000000,0.421751,0.000000,0.491212,0.000000,0.501511,0.000000,0.619611,0.000000,0.602170
0.000000,0.696849,0.000000,0.710470,0.000000,0.663530,0.000000,0.760331,0.000000,0.746774
0.000000,0.696704,0.000000,0.732625,0.000000,0.670773,0.000000,0.694030,0.000000,0.695810
0.000000,0.895674,0.000000,0.910433,0.000000,0.900149,0.000000,0.973726,0.000000,0.992052
0.000000,0.687806,0.000000,0.755528,0.000000,0.710824,0.000000,0.754107,0.000000,0.742976
0.000000,0.553540,0.000000,0.636197,0.000000,0.634313,0.000000,0.762772,0.000000,0.714930
0.000000,0.885316,0.000000,0.910889,0.000000,0.868818,0.000000,0.870415,0.000000,0.874373
0.000000,0.930968,0.000000,0.891813,0.000000,0.888710,0.000000,0.931226,0.000000,0.946936
0.000000,0.429128,0.000000,0.471286,0.000000,0.489168,0.000000,0.544314,0.000000,0.550664
0.000000,0.719159,0.000000,0.785921,0.000000,0.772906,0.000000,0.775499,0.000000,0.706794
0.000000,0.646940,0.000000,0.725509,0.000000,0.673724,0.000000,0.707269,0.000000,0.635119
0.000000,0.616916,0.000000,0.631585,0.000000,0.599297,0.000000,0.607325,0.000000,0.645970
0.000000,0.762435,0.000000,0.758836,0.000000,0.713001,0.000000,0.733779,0.000000,0.763621
0.000000,0.657232,0.000000,0.679431,0.000000,0.658536,0.000000,0.712923,0.000000,0.740006
0.000000,0.518177,0.000000,0.613441,0.000000,0.648185,0.000000,0.704150,0.000000,0.737340
0.000000,0.661952,0.000000,0.713630,0.000000,0.712656,0.000000,0.705339,0.000000,0.692360
