0.000000,0.166754,0.000000,0.183097,0.000000,0.209908,0.000000,0.170019,0.000000,0.220722
0.000000,0.244157,0.000000,0.294904,0.000000,0.349059,0.000000,0.410414,0.000000,0.423334
0.000000,0.301392,0.000000,0.258455,0.000000,0.285203,0.000000,0.315342,0.000000,0.376498
0.000000,0.623357,0.000000,0.693122,0.000000,0.636733,0.000000,0.771382,0.000000,0.710613
0.000000,0.417753,0.000000,0.528373,0.000000,0.535664,0.000000,0.723248,0.000000,0.633272
0.000000,0.501589,0.000000,0.535545,0.000000,0.486562,0.000000,0.687206,0.000000,0.641018
0.000000,0.507639,0.000000,0.469074,0.000000,0.396497,0.000000,0.364588,0.000000,0.401164
0.000000,0.414353,0.000000,0.484082,0.000000,0.481192,0.000000,0.563454,0.000000,0.522034
0.000000,0.418437,0.000000,0.453636,0.000000,0.438629,0.000000,0.470706,0.000000,0.424121
0.000000,0.480739,0.000000,0.575745,0.000000,0.558756,0.000000,0.711447,0.000000,0.677736
0.000000,0.558412,0.000000,0.642424,0.000000,0.635934,0.000000,0.781638,0.000000,0.721853
0.000000,0.560657,0.000000,0.628298,0.000000,0.593237,0.000000,0.625161,0.000000,0.588003
0.000000,0.689065,0.000000,0.715796,0.000000,0.707731,0.000000,0.776106,0.000000,0.775653
0.000000,0.799523,0.000000,0.828733,0.000000,0.811602,0.000000,0.873497,0.000000,0.884923
0.000000,1.264007,0.000000,1.240941,0.000000,1.175644,0.000000,1.141281,0.000000,1.128410
0.000000,0.800611,0.000000,0.805941,0.000000,0.759336,0.000000,0.794045,0.000000,0.806532
0.000000,0.843760,0.000000,0.925498,0.000000,0.871904,0.000000,0.840098,0.000000,0.900905
0.000000,0.753514,0.000000,0.762128,0.000000,0.750851,0.000000,0.744517,0.000000,0.770635
0.000000,0.539711,0.000000,0.622957,0.000000,0.594170,0.000000,0.623083,0.000000,0.593870
0.000000,0.601828,0.000000,0.670704,0.000000,0.636307,0.000000,0.665052,0.000000,0.656533
0.000000,0.682884,0.000000,0.718992,0.000000,0.722467,0.000000,0.713598,0.000000,0.709789
0.000000,0.706305,0.000000,0.704170,0.000000,0.679399,0.000000,0.694782,0.000000,0.719456
0.000000,0.840638,0.000000,0.845251,0.000000,0.856041,0.000000,0.885861,0.000000,0.895956
0.000000,0.830923,0.000000,0.821645,0.000000,0.815049,0.000000,0.818836,0.000000,0.819008
