9.788742,-26.299975,30.296967,-16.525600,-35.781519,70.925876,-83.785564,67.639625,7.437773,-107.282046,158.388149,-179.926561,45.990293,128.798365,-188.648768,165.177026
8.188879,-24.790367,37.694095,-44.393888,14.118403,32.549524,-62.094149,156.797481,-125.213515,65.639435,20.222056,-79.210489,167.454016,-93.478092,40.555628,-30.885792
6.542537,-21.426309,43.153322,-61.347361,48.445263,-29.032114,-9.042174,63.351937,-123.155496,158.757711,-119.703178,66.414537,-36.190590,-29.565834,195.837304,-114.829253
5.360380,-19.866116,37.570167,-60.621601,86.988080,-63.028521,56.370113,-44.135289,19.687966,16.018206,-47.442805,76.782213,-183.589777,283.905517,-263.621243,57.231365
3.517207,-11.483504,25.618075,-37.380940,52.546361,-90.990541,75.945427,-121.961879,102.517446,-145.943348,139.143170,-66.969830,116.408519,-25.018962,24.647657,36.656094
1.697020,-5.389372,12.688477,-21.878948,32.317981,-46.995067,59.302106,-68.451062,84.168850,-74.121697,75.008454,-79.814724,93.373085,-274.648112,89.380867,-182.434124
-0.000000,1.532954,-3.786510,9.830898,-15.982705,27.228966,-29.991711,25.790053,-29.395383,75.886340,-115.417976,134.158027,-102.595963,82.409619,-45.529572,86.719020
-1.849627,9.057130,-20.330975,33.307713,-46.821962,59.002138,-111.130591,70.864080,-112.103553,130.380114,-204.700850,158.620099,-173.679973,175.658366,-144.117732,103.570779
-3.552131,13.909248,-34.138273,48.982267,-53.814074,88.766956,-113.022045,72.321558,-69.135317,23.776930,24.500395,-75.581597,42.807476,-173.085193,167.780153,-258.177004
-5.009697,20.325430,-38.097453,57.430816,-54.855635,64.439426,-23.465325,-17.637773,99.737612,-120.940277,154.461762,-243.480547,189.237567,-49.933949,-6.056971,63.721318
-6.695806,26.082255,-46.310039,46.717943,-33.183245,-13.055294,57.879485,-88.435494,116.933613,-109.609776,31.903818,70.896903,-89.970469,297.496023,-109.341845,193.323717
-8.033917,28.086635,-40.474411,30.423206,15.437625,-56.002474,131.826656,-100.276620,32.377363,62.833323,-206.953830,140.150443,-132.327089,-2.775272,138.554531,-374.844971
-9.429903,29.216859,-31.463480,-1.506179,51.002061,-64.825842,78.641029,9.329794,-60.533332,151.033407,-112.010995,-23.445027,139.652930,-153.331766,178.732693,61.076749
-10.595082,28.750968,-18.569570,-25.704896,85.519221,-59.345625,-14.657234,62.221019,-106.736213,33.182314,104.800620,-261.541708,74.228435,99.747131,-211.618839,225.872067
-11.374285,25.096044,-1.213229,-53.969031,53.644738,-0.121977,-62.979899,69.059561,3.017137,-114.475489,184.038046,11.412038,-195.666144,225.677621,14.008023,-90.104695
-13.222208,20.789941,14.628269,-52.155786,22.337547,47.149719,-78.621149,2.594837,108.377328,-124.024412,-79.650465,237.375771,-110.638622,-62.149447,330.790359,-0.388629
-12.840096,15.503638,26.796252,-43.545603,-17.139115,89.237153,-22.395615,-99.181235,107.070722,86.460753,-179.701870,12.953753,63.025602,-133.222941,-77.439000,301.570286
-13.448436,8.179810,36.169135,-28.023206,-55.449900,60.770786,49.527524,-139.068317,-22.784197,94.762449,-0.576702,-158.319330,67.181041,138.550207,-92.881029,-111.800533
-14.043768,1.956101,41.525366,-6.324861,-77.800145,11.210400,83.915594,-16.008335,-73.844769,13.437746,233.900502,-40.881246,-118.664991,56.509771,221.195613,-99.782452
-13.611091,-4.713218,45.367218,23.954534,-76.908031,-47.183170,62.727014,116.165879,-81.167790,-130.171954,86.433293,174.064310,-16.080547,-148.747033,-6.214097,74.890695
-14.441514,-12.799324,33.033652,49.505842,-32.872105,-62.567574,-5.353949,106.223190,43.064949,-107.587345,-129.668786,31.606568,283.761235,9.196295,-268.183325,-79.594075
-13.869105,-17.234674,20.197670,45.745623,14.048648,-80.894259,-104.852858,22.823903,180.948930,54.998232,-124.491281,-69.634548,7.675229,209.027997,81.100903,-61.972985
-12.848940,-20.983570,6.325247,59.424729,61.208776,-21.259917,-70.690655,-67.333421,50.145366,180.418085,101.333259,-82.414264,-189.759952,-123.049473,40.464096,120.735173
