12.846755,-21.744594,-5.590357,44.469985,-46.294844,-24.351149,73.457376,-68.298817,-45.057544,73.320109,-61.020568,-88.958785,215.412332,-102.917151,-173.496101,343.520937
11.759807,-24.875878,10.698358,42.621771,-67.831356,30.002813,53.952015,-115.096439,76.440384,35.145602,-180.997384,133.381089,-9.560733,-87.331039,355.892942,-55.372130
11.034519,-28.710959,22.193682,12.109149,-70.459873,87.244960,-38.044116,-43.405505,154.733517,-131.516916,26.852053,53.464301,-270.933271,111.493685,-11.924235,-118.839845
9.534773,-26.348915,36.375034,-13.664080,-36.081456,94.473090,-119.743507,85.270328,17.520896,-115.722033,127.387263,-180.546498,54.925427,57.371952,-191.300460,247.570843
8.481022,-26.502885,37.162984,-42.918908,10.865780,23.234035,-64.987975,116.123649,-116.724819,43.207794,26.686704,-126.592423,62.399225,-144.418569,134.468922,-27.096625
6.744964,-21.995974,36.744758,-54.438798,48.862814,-40.434929,-7.222757,55.617840,-129.128712,204.230182,-161.732142,123.210782,-87.553406,-22.884012,182.367877,-44.146143
5.141764,-16.983172,31.004999,-49.676718,61.925595,-93.686021,76.346206,-66.920569,12.803263,22.901061,-94.633564,65.445685,-67.264729,283.580203,-355.098089,174.543029
3.606399,-11.678264,26.695249,-48.274844,74.029503,-90.009495,86.775257,-156.920519,128.891756,-140.089096,62.199146,-131.081317,68.732819,-55.476750,22.622971,15.060380
1.766896,-5.328319,12.130521,-22.108491,30.316793,-40.622031,44.174035,-53.806093,113.278366,-97.072010,148.238432,-151.375810,170.554559,-201.925311,145.502513,-334.226879
-0.000000,1.516279,-4.492618,9.612926,-16.884525,26.987678,-24.634763,31.774428,-49.827718,85.422036,-72.834043,52.602648,-113.401483,180.033080,-208.185049,44.863077
-1.837758,7.561900,-19.314753,28.601687,-59.433110,80.574148,-99.404578,71.235117,-175.341944,205.062463,-74.280248,231.976983,-223.643639,188.261379,-163.734478,128.555022
-3.485825,13.409636,-33.762280,59.600056,-67.057848,102.999901,-70.769413,97.847626,-35.540576,28.712919,10.488951,-43.032824,187.667476,-160.889038,199.808666,-156.093093
